rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
82,19600,Metals & Mining,Andrew Forrest,61.0,Australia,Perth,Mining,Metals & Mining,Australia,,True,U,M,11/18/1961 0:00,Forrest,Andrew,,09/03/2023,,,1962.0,11.0,18.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
83,19100,Finance & Investments,Ray Dalio,73.0,United States,Greenwich,Hedge funds,Finance & Investments,United States,Bridgewater Associates,True,D,M,8/8/1949 0:00,Dalio,Ray,Founder & Co-Chief Investment Officer,12/04/2023,Connecticut,Northeast,1950.0,8.0,8.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
84,19000,Automotive,Eric Li,59.0,China,Hangzhou,Automobiles,Automotive,China,,True,D,M,6/1/1963 0:00,Li,Eric,,28/04/2023,,,1964.0,6.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
84,19000,Metals & Mining,Wang Wenyin,55.0,China,Shenzhen,"Mining, copper products",Metals & Mining,China,,True,U,M,3/1/1968 0:00,Wang,Wenyin,,31/03/2023,,,1968.0,3.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
86,18900,Diversified,Eyal Ofer,72.0,Monaco,Monte Carlo,"Real estate, shipping",Diversified,Israel,,False,U,M,6/2/1950 0:00,Ofer,Eyal,,23/09/2023,,,1951.0,6.0,2.0,,,"$7,184,844,193 ",,,,,,38964.0,43.7384176,7.4246158
86,18900,Food & Beverage,Qin Yinglin,57.0,China,Nanyang,Pig breeding,Food & Beverage,China,,True,D,M,4/17/1965 0:00,Qin,Yinglin,,10/06/2023,,,1966.0,4.0,17.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
88,18700,Automotive,Wang Chuanfu,57.0,China,Shenzhen,"Batteries, automobiles",Automotive,China,,True,D,M,2/15/1966 0:00,Wang,Chuanfu,,30/08/2023,,,1966.0,2.0,15.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
89,18500,Energy,Harold Hamm & family,77.0,United States,Oklahoma City,Oil & gas,Energy,United States,Continental Resources Inc. ,True,U,M,12/11/1945 0:00,Hamm,Harold,Chairman and CEO,26/08/2023,Oklahoma,South,1946.0,12.0,11.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
89,18500,Finance & Investments,David Tepper,65.0,United States,Palm Beach,Hedge funds,Finance & Investments,United States,Appaloosa Management,True,U,M,9/11/1957 0:00,Tepper,David,President and Founder,11/03/2023,Florida,South,1958.0,9.0,11.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
89,18500,Energy,Gennady Timchenko,70.0,RF,Moscow,"Oil, gas",Energy,Russia,,True,U,M,11/9/1952 0:00,Timchenko,Gennady,,12/08/2023,,,1953.0,11.0,9.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
92,18000,Finance & Investments,Daniel Gilbert,61.0,United States,Franklin,Quicken Loans,Finance & Investments,United States,,True,D,M,1/17/1962 0:00,Gilbert,Daniel,,05/10/2023,Michigan,Midwest,1962.0,1.0,17.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
93,17700,Metals & Mining,Lakshmi Mittal,72.0,United Kingdom,London,Steel,Metals & Mining,India,ArcelorMittal (ADR),False,D,M,6/15/1950 0:00,Mittal,Lakshmi,Chairman and CEO,02/09/2023,,,1951.0,6.0,15.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
94,17500,Finance & Investments,Steve Cohen,66.0,United States,Greenwich,Hedge funds,Finance & Investments,United States,Point72 Asset Management,True,U,M,6/11/1956 0:00,Cohen,Steve,Founder,14/03/2023,Connecticut,Northeast,1957.0,6.0,11.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
94,17500,Finance & Investments,Carl Icahn,87.0,United States,Indian Creek,Investments,Finance & Investments,United States,Icahn Capital Management,True,U,M,2/16/1936 0:00,Icahn,Carl,Founder,19/03/2023,Florida,South,1936.0,2.0,16.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
94,17500,Metals & Mining,Savitri Jindal & family,73.0,India,Hisar,Steel,Metals & Mining,India,,False,D,F,3/20/1950 0:00,Jindal,Savitri,,10/05/2023,,,1950.0,3.0,20.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
97,17400,Real Estate,Donald Bren,90.0,United States,Newport Beach,Real estate,Real Estate,United States,Irvine Company,True,U,M,5/11/1932 0:00,Bren,Donald,Chairman,16/07/2023,California,West,1933.0,5.0,11.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
97,17400,Fashion & Retail,"John Menard, Jr.",83.0,United States,Eau Claire,Home improvement stores,Fashion & Retail,United States,"Menard, Inc.",True,U,M,1/22/1940 0:00,Menard,John,Founder,22/04/2023,Wisconsin,Midwest,1940.0,1.0,22.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
99,17100,Media & Entertainment,Rupert Murdoch & family,92.0,United States,New York,"Newspapers, TV network",Media & Entertainment,United States,News Corp Class A,False,D,M,3/11/1931 0:00,Murdoch,Rupert,Chairman and CEO,23/08/2023,New York,Northeast,1931.0,3.0,11.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
100,16700,Finance & Investments,Vicky Safra & family,70.0,Switzerland,Crans-Montana,Banking,Finance & Investments,Brazil,,False,U,F,1/1/1953 0:00,Safra,Vicky,,23/08/2023,,,1953.0,1.0,1.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
101,16500,Fashion & Retail,"Theo Albrecht, Jr. & family",72.0,Germany,Mulheim an der Ruhr,"Aldi, Trader Joe's",Fashion & Retail,Germany,,False,D,M,1/1/1951 0:00,Albrecht,Theo,,20/05/2023,,,1951.0,1.0,1.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
101,16500,Finance & Investments,Renata Kellnerova & family,55.0,Czech Republic,Prague,"Finance, telecommunications",Finance & Investments,Czech Republic,,False,D,F,7/4/1967 0:00,Kellnerova,Renata,,18/01/2023,,,1968.0,7.0,4.0,116.48,2.8,"$246,489,245,495 ",64.1,100.7,79.0,14.9,46.1,10669709.0,49.817492,15.472962
103,16300,Healthcare,Li Xiting,72.0,China,Shenzhen,medical devices,Healthcare,Singapore,,True,D,M,1/1/1951 0:00,Li,Xiting,,18/08/2023,,,1951.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
104,16200,Fashion & Retail,Stefan Persson,75.0,Sweden,Stockholm,H&M,Fashion & Retail,Sweden,Hennes & Mauritz Unsponsored ADR,False,D,M,10/4/1947 0:00,Persson,Stefan,Chairman,30/08/2023,,,1948.0,10.0,4.0,110.51,1.8,"$530,832,908,738 ",67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501
104,16200,Technology,Eric Schmidt,67.0,United States,Atherton,Google,Technology,United States,,True,D,M,4/27/1955 0:00,Schmidt,Eric,,22/06/2023,California,West,1956.0,4.0,27.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
106,16000,Finance & Investments,Michael Platt,55.0,Switzerland,Geneva,Hedge funds,Finance & Investments,United Kingdom,BlueCrest Capital Management,True,U,M,3/18/1968 0:00,Platt,Michael,Founder ,10/09/2023,,,1968.0,3.0,18.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
107,15900,Food & Beverage,Pang Kang,67.0,China,Foshan,Soy sauce,Food & Beverage,China,,True,D,M,1/19/1956 0:00,Pang,Kang,,03/05/2023,,,1956.0,1.0,19.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
108,15800,Fashion & Retail,Karl Albrecht Jr. & family,,Germany,,Supermarkets,Fashion & Retail,Germany,,False,Split Family Fortune,M,,Albrecht Jr.,Karl,,09/07/2023,,,,,,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
108,15800,Fashion & Retail,Beate Heister,,,,Supermarkets,Fashion & Retail,Germany,,False,Split Family Fortune,F,,Heister,Beate,,14/06/2023,,,,,,,,,,,,,,,,
108,15800,Food & Beverage,Jorge Paulo Lemann & family,83.0,Switzerland,Zurich,Beer,Food & Beverage,Brazil,,True,U,M,8/26/1939 0:00,Lemann,Jorge Paulo,"Investor, Philanthropist",18/07/2023,,,1940.0,8.0,26.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
108,15800,Real Estate,Peter Woo,76.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,False,D,M,9/5/1946 0:00,Woo,Peter,,07/02/2023,,,1947.0,9.0,5.0,,,,,,,,,,,
112,15600,Healthcare,Dilip Shanghvi,67.0,India,Mumbai,Pharmaceuticals,Healthcare,India,,True,E,M,10/1/1955 0:00,Shanghvi,Dilip,,25/04/2023,,,1956.0,10.0,1.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
113,15500,Technology,Robert Pera,45.0,United States,San Jose,Wireless networking,Technology,United States,Ubiquiti,True,U,M,3/10/1978 0:00,Pera,Robert,Chief Executive Officer,16/10/2023,California,West,1978.0,3.0,10.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
114,15300,Fashion & Retail,Radhakishan Damani,68.0,India,Mumbai,"Retail, investments",Fashion & Retail,India,,True,D,M,1/1/1955 0:00,Damani,Radhakishan,,02/07/2023,,,1955.0,1.0,1.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
115,15200,Automotive,Huang Shilin,56.0,China,Ningde,Batteries,Automotive,China,,True,D,M,1/1/1967 0:00,Huang,Shilin,,20/03/2023,,,1967.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
116,14900,Diversified,Dhanin Chearavanont,83.0,Thailand,Bangkok,Diversified,Diversified,Thailand,,False,U,M,4/19/1939 0:00,Chearavanont,Dhanin,,22/09/2023,,,1940.0,4.0,19.0,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
116,14900,Fashion & Retail,David Green & family,81.0,United States,Oklahoma City,Retail,Fashion & Retail,United States,Hobby Lobby,True,U,M,11/13/1941 0:00,Green,David,CEO,09/05/2023,Oklahoma,South,1942.0,11.0,13.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
118,14800,Food & Beverage,Charoen Sirivadhanabhakdi,78.0,Thailand,Bangkok,"Alcohol, real estate",Food & Beverage,Thailand,,True,U,M,5/2/1944 0:00,Sirivadhanabhakdi,Charoen,,07/09/2023,,,1945.0,5.0,2.0,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
119,14700,Food & Beverage,Charlene de Carvalho-Heineken & family,68.0,United Kingdom,London,Heineken,Food & Beverage,Netherlands,,False,D,F,6/30/1954 0:00,de Carvalho-Heineken,Charlene,,13/06/2023,,,1955.0,6.0,30.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
120,14600,Healthcare,Xu Hang,60.0,China,Shenzhen,Medical devices,Healthcare,Hong Kong,,True,D,M,5/22/1962 0:00,Xu,Hang,,02/08/2023,,,1963.0,5.0,22.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
121,14500,Automotive,Wei Jianjun & family,59.0,China,Baoding,Automobiles,Automotive,China,,True,D,M,3/1/1964 0:00,Wei,Jianjun,,13/08/2023,,,1964.0,3.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
122,14400,Metals & Mining,Alisher Usmanov,69.0,Uzbekistan,Tashkent,"Steel, telecom, investments",Metals & Mining,Russia,Metalloinvest,True,U,M,9/9/1953 0:00,Usmanov,Alisher,Founder,31/05/2023,,,1954.0,9.0,9.0,,,"$57,921,286,440 ",10.1,104.2,71.6,14.8,31.6,33580650.0,41.377491,64.585262
123,14300,Manufacturing,Goh Cheng Liang,95.0,Singapore,Singapore,Paints,Manufacturing,Singapore,,True,U,M,6/27/1927 0:00,Goh,Cheng Liang,,13/05/2023,,,1928.0,6.0,27.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
124,14200,Diversified,Kumar Birla,55.0,India,Mumbai,Commodities,Diversified,India,,False,D,M,6/14/1967 0:00,Birla,Kumar,,04/10/2023,,,1968.0,6.0,14.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
124,14200,Manufacturing,Aliko Dangote,65.0,Nigeria,Lagos,"Cement, sugar",Manufacturing,Nigeria,Dangote Group,True,U,M,4/10/1957 0:00,Dangote,Aliko,CEO,21/06/2023,,,1958.0,4.0,10.0,267.51,11.4,"$448,120,428,859 ",10.2,84.7,54.3,1.5,34.8,200963599.0,9.081999,8.675277
126,14100,Real Estate,Kwong Siu-hing,93.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,False,U,F,12/2/1929 0:00,Kwong,Siu-hing,,06/01/2023,,,1930.0,12.0,2.0,,,,,,,,,,,
127,14000,Diversified,Idan Ofer,67.0,United Kingdom,London,Shipping,Diversified,Israel,,False,U,M,10/2/1955 0:00,Ofer,Idan,,16/06/2023,,,1956.0,10.0,2.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
128,13900,Healthcare,Chen Bang,57.0,China,Changsha,Hospitals,Healthcare,China,,True,U,M,9/1/1965 0:00,Chen,Bang,,26/01/2023,,,1966.0,9.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
128,13900,Gambling & Casinos,Lui Che Woo,94.0,Hong Kong,Hong Kong,Casinos/hotels,Gambling & Casinos,Hong Kong,,True,U,M,4/1/1929 0:00,Lui,Che Woo,,11/10/2023,,,1929.0,4.0,1.0,,,,,,,,,,,
130,13700,Logistics,John Fredriksen,78.0,United Kingdom,London,Shipping,Logistics,Cyprus,,True,U,M,2/1/1945 0:00,Fredriksen,John,Investor,09/09/2023,,,1945.0,2.0,1.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
130,13700,Construction & Engineering,Diane Hendricks,76.0,United States,Afton,Building supplies,Construction & Engineering,United States,ABC Supply,True,U,F,3/2/1947 0:00,Hendricks,Diane,Cofounder,17/08/2023,Wisconsin,Midwest,1947.0,3.0,2.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
130,13700,Technology,Jan Koum,47.0,United States,Atherton,WhatsApp,Technology,United States,WhatsApp Inc.,True,U,M,2/24/1976 0:00,Koum,Jan,"CEO, cofounder",27/03/2023,California,West,1976.0,2.0,24.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
133,13300,Sports,Jerry Jones,80.0,United States,Dallas,Dallas Cowboys,Sports,United States,Dallas Cowboys,True,U,M,10/13/1942 0:00,Jones,Jerry,President and General Manager,02/08/2023,Texas,South,1943.0,10.0,13.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
133,13300,Energy,George Kaiser,80.0,United States,Tulsa,"Oil & gas, banking",Energy,United States,BOK Financial Corp.,False,U,M,7/29/1942 0:00,Kaiser,George,Chairman,25/07/2023,Oklahoma,South,1943.0,7.0,29.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
133,13300,Real Estate,Joseph Lau,71.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,True,D,M,7/21/1951 0:00,Lau,Joseph,,08/04/2023,,,1952.0,7.0,21.0,,,,,,,,,,,
136,13200,Automotive,Lu Xiangyang,60.0,China,Guangzhou,"Automobiles, batteries",Automotive,China,,True,D,M,12/28/1962 0:00,Lu,Xiangyang,,16/08/2023,,,1963.0,12.0,28.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
137,13100,Real Estate,Harry Triguboff,90.0,Australia,Sydney,Real estate,Real Estate,Australia,,True,U,M,3/3/1933 0:00,Triguboff,Harry,,26/09/2023,,,1933.0,3.0,3.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
138,12900,Finance & Investments,Uday Kotak,64.0,India,Mumbai,Banking,Finance & Investments,India,,True,D,M,3/15/1959 0:00,Kotak,Uday,,21/08/2023,,,1959.0,3.0,15.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
138,12900,Sports,Stanley Kroenke,75.0,United States,Electra,"Sports, real estate",Sports,United States,,True,U,M,7/29/1947 0:00,Kroenke,Stanley,,08/05/2023,Texas,South,1948.0,7.0,29.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
140,12600,Energy,Mikhail Fridman,58.0,United Kingdom,London,"Oil, banking, telecom",Energy,Russia,,True,U,M,4/21/1964 0:00,Fridman,Mikhail,,08/04/2023,,,1965.0,4.0,21.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
141,12300,Energy,Sarath Ratanavadi,57.0,Thailand,Bangkok,Energy,Energy,Thailand,,True,U,M,7/12/1965 0:00,Ratanavadi,Sarath,,08/09/2023,,,1966.0,7.0,12.0,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
142,12200,Metals & Mining,Dang Yanbao,50.0,China,Yinchuan,Coal,Metals & Mining,China,,True,D,M,2/1/1973 0:00,Dang,Yanbao,,14/05/2023,,,1973.0,2.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
142,12200,Healthcare,Jiang Rensheng & family,69.0,China,Chongqing,Vaccines,Healthcare,China,,True,D,M,10/8/1953 0:00,Jiang,Rensheng,,30/07/2023,,,1954.0,10.0,8.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
144,12100,Automotive,Shahid Khan,72.0,United States,Naples,Auto parts,Automotive,United States,,True,U,M,7/18/1950 0:00,Khan,Shahid,,25/04/2023,Florida,South,1951.0,7.0,18.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
145,12000,Technology,Laurene Powell Jobs & family,59.0,United States,Palo Alto,"Apple, Disney",Technology,United States,Emerson Collective,False,D,F,11/6/1963 0:00,Powell Jobs,Laurene,"Investor, Philanthropist",22/01/2023,California,West,1964.0,11.0,6.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
146,11800,Diversified,Robert Kuok,99.0,Hong Kong,Hong Kong,"Palm oil, shipping, property",Diversified,Malaysia,,True,U,M,10/6/1923 0:00,Kuok,Robert,,02/07/2023,,,1924.0,10.0,6.0,,,,,,,,,,,
147,11600,Real Estate,Stephen Ross,82.0,United States,New York,Real estate,Real Estate,United States,,True,U,M,5/10/1940 0:00,Ross,Stephen,,04/02/2023,New York,Northeast,1941.0,5.0,10.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
148,11500,Technology,Pavel Durov,38.0,United Arab Emirates,Dubai,Messaging app,Technology,United Arab Emirates,,True,D,M,10/10/1984 0:00,Durov,Pavel,,01/01/2023,,,1985.0,10.0,10.0,114.52,-1.9,"$421,142,267,938 ",36.8,108.4,77.8,0.1,15.9,9770529.0,23.424076,53.847818
148,11500,Healthcare,Andreas Struengmann & family,73.0,Germany,Tegernsee,Pharmaceuticals,Healthcare,Germany,,True,D,M,2/16/1950 0:00,Struengmann,Andreas,,15/04/2023,,,1950.0,2.0,16.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
148,11500,Healthcare,Thomas Struengmann & family,73.0,Germany,Tegernsee,Pharmaceuticals,Healthcare,Germany,,True,D,M,2/16/1950 0:00,Struengmann,Thomas,,02/05/2023,,,1950.0,2.0,16.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
151,11400,Food & Beverage,Liu Hanyuan,59.0,China,Chengdu,Agribusiness,Food & Beverage,China,,True,D,M,1/1/1964 0:00,Liu,Hanyuan,,27/09/2023,,,1964.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
151,11400,Fashion & Retail,Michael Rubin,50.0,United States,Bryn Mawr,Online retail,Fashion & Retail,United States,Kynetic,True,U,M,7/21/1972 0:00,Rubin,Michael,CEO,25/04/2023,Pennsylvania,Northeast,1973.0,7.0,21.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
153,11300,Finance & Investments,Israel Englander,74.0,United States,New York,Hedge funds,Finance & Investments,United States,"Millennium Management, L.L.C.",True,D,M,9/30/1948 0:00,Englander,Israel,Founder,05/10/2023,New York,Northeast,1949.0,9.0,30.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
153,11300,Manufacturing,Viatcheslav Kantor,69.0,Israel,Herzliya,"Fertilizer, real estate",Manufacturing,Russia,,True,U,M,9/8/1953 0:00,Kantor,Viatcheslav,,31/07/2023,,,1954.0,9.0,8.0,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612
153,11300,Manufacturing,Anthony Pratt,62.0,Australia,Melbourne,Manufacturing,Manufacturing,Australia,,False,D,M,4/11/1960 0:00,Pratt,Anthony,,17/09/2023,,,1961.0,4.0,11.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
153,11300,Finance & Investments,Mikhail Prokhorov,57.0,Switzerland,Frauenfeld,Investments,Finance & Investments,Russia,,True,U,M,5/3/1965 0:00,Prokhorov,Mikhail,,20/06/2023,,,1966.0,5.0,3.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
157,11100,Fashion & Retail,Giorgio Armani,88.0,Italy,Milan,Luxury goods,Fashion & Retail,Italy,,True,U,M,7/11/1934 0:00,Armani,Giorgio,,30/03/2023,,,1935.0,7.0,11.0,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
157,11100,Fashion & Retail,Johann Rupert & family,72.0,South Africa,Cape Town,Luxury goods,Fashion & Retail,South Africa,,False,U,M,6/1/1950 0:00,Rupert,Johann,,14/03/2023,,,1951.0,6.0,1.0,158.93,4.1,"$351,431,649,241 ",22.4,100.9,63.9,27.5,29.2,58558270.0,-30.559482,22.937506
159,11000,Finance & Investments,Gong Hongjia & family,58.0,Hong Kong,Hong Kong,Video surveillance,Finance & Investments,Hong Kong,,True,D,M,1/1/1965 0:00,Gong,Hongjia,,03/09/2023,,,1965.0,1.0,1.0,,,,,,,,,,,
159,11000,Technology,Zhang Zhidong,51.0,China,Shenzhen,Internet media,Technology,China,,True,D,M,1/1/1972 0:00,Zhang,Zhidong,,21/05/2023,,,1972.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
161,10900,Finance & Investments,Philip Anschutz,83.0,United States,Denver,"Energy, sports, entertainment",Finance & Investments,United States,,False,E,M,12/28/1939 0:00,Anschutz,Philip,,10/03/2023,Colorado,West,1940.0,12.0,28.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
161,10900,Fashion & Retail,Judy Love & family,85.0,United States,Oklahoma City,Gas stations,Fashion & Retail,United States,Love's Travel Stops and Country Stores,True,U,F,6/17/1937 0:00,Love,Judy,Chairman and CEO,23/08/2023,Oklahoma,South,1938.0,6.0,17.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
161,10900,Fashion & Retail,Ricardo Salinas Pliego & family,67.0,Mexico,Mexico City,"Retail, media",Fashion & Retail,Mexico,,False,D,M,10/19/1955 0:00,Salinas Pliego,Ricardo,,29/03/2023,,,1956.0,10.0,19.0,141.54,3.6,"$1,258,286,717,125 ",40.2,105.8,75.0,13.1,55.1,126014024.0,23.634501,-102.552784
